id,text,media_url,user_name,likes,comments,retweets,google_api
8.15999E+17,b'RT @Porsche: 365 days of driving. The perfect New Year\xe2\x80\x99s resolution. https://t.co/LZIcTiz1Ko',http://pbs.twimg.com/media/C1HHAN0XEAAy4aa.jpg,LegendPorsche,995,13,286,"['Land vehicle', 'Vehicle', 'Car', 'Automotive design', 'Supercar', 'Sports car', 'Performance car', 'Porsche 911', 'Convertible', 'Personal luxury car']"
8.15227E+17,b'Getting ready for the New Year? 2017 here we come! #LegendPorsche #Porsche #nye2016 #LegendAutoGroup https://t.co/8C6ER0zILR',http://pbs.twimg.com/media/C1BEd9vUkAA7pHr.jpg,LegendPorsche,2,0,0,"['Fireworks', 'New Years Day', 'Text', 'Font', 'Diwali', 'Darkness', 'Fête', 'Holiday', ""New year's eve"", 'Event']"
8.14894E+17,b'Happy Hannukkah from Legend Porsche! #LegendPorsche #HappyHannukkah https://t.co/V0QRUDz83W',http://pbs.twimg.com/media/C08VYx6XUAAiGQv.jpg,LegendPorsche,3,0,2,"['Candle', 'Lighting', 'Candle holder', 'Flame', 'Cobalt blue', 'Wax', 'Interior design', 'Flameless candle', 'Birthday candle', 'Event']"
8.1487E+17,b'RT @PorscheCanada: The new #Macan with #Porsche Traction Management gets you there safely. https://t.co/n5fY4P4Gdz',http://pbs.twimg.com/ext_tw_video_thumb/814588082364280833/pu/img/2Gy0ST_PxS1WnMly.jpg,LegendPorsche,23,0,12,"['Asphalt', 'Sky', 'Water', 'Road surface', 'Line', 'Road', 'Sand', 'Shadow', 'Cloud', 'Soil']"
8.13436E+17,b'RT @Porsche: The gift that keeps on giving...#HappyHolidays https://t.co/FmQvsEmW8l',http://pbs.twimg.com/amplify_video_thumb/813065451320143872/img/vulUia5qDU_pMnz2.jpg,LegendPorsche,1152,25,445,"['Land vehicle', 'Vehicle', 'Car', 'Supercar', 'Automotive design', 'Sports car', 'Rim', 'Wheel', 'Porsche', 'Alloy wheel']"
7.55082E+17,b'5th Annual St. Barth Hamptons Gala\xc2\xa02016 https://t.co/xAEvuHItZF https://t.co/5BlV1o6FbF',http://pbs.twimg.com/media/CnqXS73UsAA51be.jpg,LegendPorsche,0,0,0,"['Sky', 'Nature', 'Natural landscape', 'Water', 'Horizon', 'Calm', 'Grass family', 'Sea', 'Cloud', 'Sunset']"
1.11379E+18,b'That look \xf0\x9f\xa4\xa4 https://t.co/LkVDXnMeKA',http://pbs.twimg.com/media/D3T8d6LX4AE4itj.jpg,WereBillionaire,33,0,7,"['Land vehicle', 'Vehicle', 'Car', 'Motor vehicle', 'Automotive design', 'Auto show', 'Grille', 'Personal luxury car', 'Luxury vehicle', 'Performance car']"
1.11378E+18,b'RT @Carpornpicx: Mansory Urus\xf0\x9f\x94\x8e https://t.co/CDlSDpX22v',http://pbs.twimg.com/media/D3Pqpp5WkAUbqX8.jpg,WereBillionaire,736,7,177,"['Land vehicle', 'Vehicle', 'Car', 'Auto show', 'Automotive design', 'Sport utility vehicle', 'Luxury vehicle', 'Rim', 'Supercar', 'Performance car']"
1.11378E+18,b'Lamborghini team \xe2\x98\x98\xef\xb8\x8f #urus https://t.co/83Al59ieQs',http://pbs.twimg.com/ext_tw_video_thumb/1113780746643222528/pu/img/ZVs8D0m3l5PGY2Es.jpg,WereBillionaire,90,1,27,"['Land vehicle', 'Vehicle', 'Car', 'Supercar', 'Sports car', 'Automotive design', 'Lamborghini aventador', 'Lamborghini', 'Luxury vehicle', 'Performance car']"
1.11376E+18,b'RT @Business_Motiv: Maldives luxury resorts \xf0\x9f\x98\x8d\xf0\x9f\x87\xb2\xf0\x9f\x87\xbb https://t.co/XzFAymBHcv',http://pbs.twimg.com/media/DdUNkWmW0AED-UJ.jpg,WereBillionaire,558,1,143,"['Resort', 'Swimming pool', 'Property', 'Sky', 'Vacation', 'Sea', 'Ocean', 'Caribbean', 'Tropics', 'Real estate']"
1.11375E+18,b'Wow \xf0\x9f\x98\xb3 #mercedes https://t.co/AAWpeIMxCE',http://pbs.twimg.com/ext_tw_video_thumb/1113754445869928453/pu/img/LlBNvzlIwmsdcP-6.jpg,WereBillionaire,197,0,63,"['Steering part', 'Steering wheel', 'Vehicle', 'Speedometer', 'Car', 'Auto part', 'Yellow', 'Automotive design', 'Automotive wheel system', 'Plant']"
1.11369E+18,b'On top of the world \xf0\x9f\x8c\x8d\xf0\x9f\x8c\x8e\xf0\x9f\x8c\x8f\xf0\x9f\x98\x8d https://t.co/5v4RJHwLR5',http://pbs.twimg.com/media/D3SdGLnXkAAgOyp.jpg,WereBillionaire,101,0,17,"['House', 'Property', 'Swimming pool', 'Home', 'Building', 'Architecture', 'Backyard', 'Real estate', 'Roof', 'Eco hotel']"
1.1135E+18,b'What is the car ??\xf0\x9f\x98\xb3 https://t.co/3rxp7iFita',http://pbs.twimg.com/media/D3Px3QYXkAEO_vL.jpg,WereBillionaire,130,4,28,"['Land vehicle', 'Vehicle', 'Car', 'Automotive design', 'Black', 'Performance car', 'Supercar', 'Sports car', 'Photography', 'Street']"
1.11346E+18,b'I\xe2\x80\x99m happy now \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d https://t.co/bldsLr88VJ',http://pbs.twimg.com/ext_tw_video_thumb/1113462788968648704/pu/img/NEMmwBgeQR8lCyYP.jpg,WereBillionaire,92,0,19,"['Land vehicle', 'Vehicle', 'Car', 'Asphalt', 'Automotive design', 'Supercar', 'Luxury vehicle', 'Mode of transport', 'Lane', 'Road']"
1.11342E+18,b'Would you drive this ? \xf0\x9f\x99\x84 https://t.co/g4ldZLm5Wr',http://pbs.twimg.com/media/D3Oo9k5WkAEz8ip.jpg,WereBillionaire,235,7,59,"['Land vehicle', 'Vehicle', 'Supercar', 'Automotive design', 'Car', 'Sports car', 'Blue', 'Lamborghini', 'Lamborghini aventador', 'Performance car']"
1.11341E+18,b'Check out this amazing Bentley \xf0\x9f\x94\xa5  #luxurycars https://t.co/YfOwqhNsVz',http://pbs.twimg.com/ext_tw_video_thumb/1113408314539499521/pu/img/shpLE2YeLC7wUTVy.jpg,WereBillionaire,131,2,43,"['Vehicle door', 'Automotive exterior', 'Motor vehicle', 'Bumper', 'Vehicle', 'Automotive design', 'Car', 'Hood', 'Mid-size car', 'Automotive window part']"
1.11309E+18,b'Too fast \xf0\x9f\x98\x85\xf0\x9f\x92\xa6 https://t.co/4eqhWCc2Ni',http://pbs.twimg.com/ext_tw_video_thumb/1113087510299795456/pu/img/i4NdxTaal8ggylMM.jpg,WereBillionaire,93,0,21,"['Body of water', 'Sky', 'Sea', 'Water', 'Ocean', 'Cloud', 'Water resources', 'Wave', 'Coast', 'Shore']"
1.11301E+18,b'Just get in \xf0\x9f\x91\x91 https://t.co/Rj1K8V4DcZ',http://pbs.twimg.com/media/D3IzTUJX4AAii-v.jpg,WereBillionaire,43,2,11,"['Land vehicle', 'Vehicle', 'Car', 'Automotive design', 'Personal luxury car', 'Luxury vehicle', 'Performance car', 'Alloy wheel', 'Sports car', 'Supercar']"
1.11301E+18,b'King\xe2\x80\x99s wrap \xf0\x9f\x98\x8d\xf0\x9f\x91\x91 https://t.co/fBJsg81LM5',http://pbs.twimg.com/ext_tw_video_thumb/1113007922353713153/pu/img/VHISmQwtLgNroAoH.jpg,WereBillionaire,62,0,14,['Black']
1.11298E+18,b'Good morning \xe2\x98\x80\xef\xb8\x8f https://t.co/Zo28eHWPUu',http://pbs.twimg.com/media/D3IVkdJX4AACyKp.jpg,WereBillionaire,50,1,15,"['Land vehicle', 'Vehicle', 'Car', 'Sports car', 'Supercar', 'Pagani zonda', 'Automotive design', 'Coupé', 'Race car']"
1.1128E+18,b'Wait for that butt \xf0\x9f\xa4\xa4\xf0\x9f\xa4\xa4 https://t.co/Ep880VE21J',http://pbs.twimg.com/ext_tw_video_thumb/1112800254716465152/pu/img/lzWCczUffUqeePll.jpg,WereBillionaire,176,1,54,"['Grille', 'Vehicle', 'Automotive exterior', 'Car', 'Bumper', 'Auto part', 'Automotive design', 'Hood', 'Compact car', 'Executive car']"
1.11279E+18,b'\xf0\x9f\x98\x8d\xf0\x9f\x92\xab @astralfuret https://t.co/lYznXyBeAQ',http://pbs.twimg.com/media/D3FpQQIWAAA3tjC.jpg,WereBillionaire,3,0,1,"['Hair', 'Hairstyle', 'Forehead', 'Lip', 'Black hair', 'Buzz cut', 'Neck', 'Ear', 'Jaw', 'Fashion accessory']"
1.11278E+18,b'These pools \xf0\x9f\x98\x8d\xf0\x9f\x90\xa0 https://t.co/hXoMl4NQLW',http://pbs.twimg.com/media/D3Fn72AW0AEoDXz.jpg,WereBillionaire,45,0,12,"['Swimming pool', 'Property', 'Resort', 'Leisure', 'Building', 'Water', 'House', 'Backyard', 'Real estate', 'Vacation']"
1.11278E+18,b'Mood \xf0\x9f\xa4\xa4\xf0\x9f\x92\xa6 https://t.co/tv801MKwqW',http://pbs.twimg.com/ext_tw_video_thumb/1112778182615236608/pu/img/X2HDDPloa50bBSMJ.jpg,WereBillionaire,81,0,33,"['Drink', 'Alcoholic beverage', 'Glass', 'Distilled beverage', 'Wine glass', 'Stemware', 'Drinkware', 'Tableware', 'Champagne stemware']"
1.11275E+18,b'Money \xf0\x9f\x98\x8d https://t.co/ociEK29dGy',http://pbs.twimg.com/ext_tw_video_thumb/1112748103537446912/pu/img/BgrIGU7W7aBNXRQ6.jpg,WereBillionaire,1012,8,821,"['Cash', 'Pink', 'Money', 'Paper', 'Material property', 'Hand', 'Wallet', 'Paper product']"
1.11274E+18,b'RT @Business_Motiv: The new Ferrari 488 Pista Spider \xf0\x9f\x91\x91 https://t.co/ZjvRDu67Qz',http://pbs.twimg.com/ext_tw_video_thumb/1099672726212694018/pu/img/a_KvVQxGo21o8I7C.jpg,WereBillionaire,940,2,235,"['Land vehicle', 'Vehicle', 'Car', 'Supercar', 'Sports car', 'Automotive design', 'Yellow', 'Motor vehicle', 'Luxury vehicle', 'Performance car']"
1.11265E+18,b'Gucci AK \xf0\x9f\x98\x8f https://t.co/ZeR8kwcxzr',http://pbs.twimg.com/media/D3DpVs1X4AAGAX8.jpg,WereBillionaire,238,4,86,"['Gun', 'Firearm', 'Trigger', 'Rifle', 'Air gun', 'Gun accessory', 'Gun barrel', 'Airsoft gun', 'Ranged weapon', 'Shotgun']"
1.11263E+18,b'B&amp;W Bugatti \xf0\x9f\x98\x8d https://t.co/H9fXSX9nay',http://pbs.twimg.com/ext_tw_video_thumb/1112631485385924608/pu/img/1ySCEi9jif0D8t68.jpg,WereBillionaire,187,1,53,"['Vehicle', 'Car', 'Automotive design', 'Supercar', 'Parking', 'Automotive exterior', 'Sports car', 'Floor', 'Fender']"
1.11259E+18,b'Hello April \xf0\x9f\x8e\x89\xe2\x98\x98\xef\xb8\x8f https://t.co/VR1uIDmC6M',http://pbs.twimg.com/media/D3C1gD9WoAAJqqp.jpg,WereBillionaire,103,0,24,"['Land vehicle', 'Vehicle', 'Car', 'Supercar', 'Automotive design', 'Purple', 'Lamborghini aventador', 'Sports car', 'Motor vehicle', 'Lamborghini']"
1.11241E+18,b'OMG I can\xe2\x80\x99t \xf0\x9f\x98\xad https://t.co/5mCnGgUkv4',http://pbs.twimg.com/ext_tw_video_thumb/1112405713140240384/pu/img/XEdZUymKR0KeTUQJ.jpg,WereBillionaire,235,1,58,"['Vehicle', 'Car', 'Automotive design', 'Luxury vehicle', 'Parking', 'Floor', 'Automotive exterior', 'Rim', 'Personal luxury car', 'Wheel']"
1.1124E+18,b'Love the wrap \xf0\x9f\x98\x8d https://t.co/nTvbl0QQ3p',http://pbs.twimg.com/media/D3AIIMMW0AAmsep.jpg,WereBillionaire,137,1,36,"['Land vehicle', 'Vehicle', 'Car', 'Supercar', 'Sports car', 'Automotive design', 'Performance car', 'Windshield', 'Hood', 'Automotive exterior']"
1.11236E+18,b'McLaren always on fire \xf0\x9f\x94\xa5\xf0\x9f\x98\x8d https://t.co/k8SIVPwsHs',http://pbs.twimg.com/ext_tw_video_thumb/1112361838224773121/pu/img/kT29RwEnIvSTID3O.jpg,WereBillionaire,124,0,29,"['Supercar', 'Car', 'Vehicle', 'Sports car', 'Automotive design', 'Building', 'Performance car', 'Garage', 'Coupé', 'Floor']"
1.11234E+18,b'Hi beauties \xe2\x98\x80\xef\xb8\x8f https://t.co/UdIYzU2Lmu',http://pbs.twimg.com/ext_tw_video_thumb/1112340712857714689/pu/img/wHuac4UVEPpYEI2w.jpg,WereBillionaire,240,1,79,"['Land vehicle', 'Vehicle', 'Car', 'Supercar', 'Automotive design', 'Wheel', 'Alloy wheel', 'Sports car', 'Rim', 'Performance car']"
1.11229E+18,b'French Luxury \xf0\x9f\x98\x8d\xe2\x98\x98\xef\xb8\x8f https://t.co/bkyIvj1F5A',http://pbs.twimg.com/media/D2-pre0XgAAT4Xu.jpg,WereBillionaire,40,0,14,"['Room', 'Bathroom', 'Property', 'Interior design', 'Furniture', 'Wall', 'Bedroom', 'Table', 'Bathtub', 'House']"
1.11227E+18,b'Would you like to spend time here ? \xf0\x9f\xa4\x94\xf0\x9f\x8f\x9d https://t.co/TI4l7Fg6go',http://pbs.twimg.com/ext_tw_video_thumb/1112272730332844033/pu/img/COEMwE0PEh4y9jts.jpg,WereBillionaire,51,1,8,"['Luxury vehicle', 'Leisure', 'Mirror', 'Interior design']"
1.11209E+18,b'Bad boy \xf0\x9f\x98\x8f https://t.co/DTjcbrs0Iy',http://pbs.twimg.com/media/D27sBPQXQAE6L_3.jpg,WereBillionaire,152,1,40,"['Land vehicle', 'Vehicle', 'Car', 'Automotive design', 'Motor vehicle', 'Personal luxury car', 'Wheel', 'Performance car', 'Mercedes-benz', 'Bumper']"
1.11208E+18,b'That\xe2\x80\x99s how we do \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbc https://t.co/6CRczcVkiN',http://pbs.twimg.com/ext_tw_video_thumb/1112076008843296773/pu/img/-2tC6wKFxwtPV8_K.jpg,WereBillionaire,314,4,95,"['Land vehicle', 'Vehicle', 'Car', 'Motor vehicle', 'Yellow', 'Bmw', 'Automotive design', 'Hood', 'Personal luxury car', 'Coupé']"
1.11206E+18,b'Nothing else https://t.co/O0lZUaSHRG',http://pbs.twimg.com/media/D27QkRmWoAg34io.jpg,WereBillionaire,56,1,17,"['Banknote', 'Cash', 'Money', 'Paper', 'Currency', 'Money handling', 'Paper product', 'Dollar']"
1.11204E+18,b'RT @_Autopic: Baby Benz \xf0\x9f\x96\xa4 https://t.co/QRbbuoCj0M',http://pbs.twimg.com/media/D26mTWoX0AAGQ-l.jpg,WereBillionaire,142,0,37,"['Land vehicle', 'Vehicle', 'Car', 'Automotive design', 'Mid-size car', 'Hatchback', 'Wheel', 'Rim', 'Compact car', 'Automotive wheel system']"
1.11199E+18,b'2020 Mercedes A35 AMG Sedan \xf0\x9f\xa4\xa4 https://t.co/GCFRRMR9VQ',http://pbs.twimg.com/media/D26Yi1aWsAM9HkB.jpg,WereBillionaire,67,0,14,"['Land vehicle', 'Vehicle', 'Car', 'Automotive design', 'Personal luxury car', 'Mid-size car', 'Luxury vehicle', 'Performance car', 'Wheel', 'Mercedes-benz']"
1.11197E+18,b'Dubai \xf0\x9f\x8c\x9e https://t.co/3xsjQFrEvn',http://pbs.twimg.com/media/D26FTeLXcAUdE3I.jpg,WereBillionaire,157,1,51,"['Metropolitan area', 'Urban area', 'Aerial photography', ""Bird's-eye view"", 'Urban design', 'Landmark', 'Residential area', 'City', 'Metropolis', 'Water']"
1.11189E+18,b'Emirates First Class night service \xe2\x9c\xa8 https://t.co/vJBQCV9ybS',http://pbs.twimg.com/ext_tw_video_thumb/1111888552965607424/pu/img/a5lcLMvAYbksVazz.jpg,WereBillionaire,165,2,43,"['Selfie', 'Fun', 'Leg', 'Photography']"
1.11171E+18,b'RS5 \xf0\x9f\x98\xa9 https://t.co/DVvMfLy9TR',http://pbs.twimg.com/media/D22Yd5iXQAA7z1T.jpg,WereBillionaire,206,0,53,"['Land vehicle', 'Vehicle', 'Car', 'Motor vehicle', 'Automotive design', 'Wheel', 'Alloy wheel', 'Rim', 'Luxury vehicle', 'Hood']"
1.11167E+18,b'Modern wheels by GoodYear \xf0\x9f\x99\x84 https://t.co/8hOTFzkihx',http://pbs.twimg.com/media/D21uzq_WkAA6uSj.jpg,WereBillionaire,62,5,22,"['Motor vehicle', 'Vehicle', 'Automotive design', 'Classic', 'Car', 'Wheel', 'Automotive wheel system', 'Classic car', 'Tire', 'Rim']"
1.11165E+18,b'That\xe2\x80\x99s what I like to hear \xf0\x9f\x98\x8d https://t.co/ScEj6S7gft',http://pbs.twimg.com/ext_tw_video_thumb/1111645892505931777/pu/img/rB4MwWq_kfj2mhQu.jpg,WereBillionaire,155,0,41,"['Land vehicle', 'Vehicle', 'Car', 'Performance car', 'Automotive design', 'Motor vehicle', 'Sports car', 'Supercar', 'Luxury vehicle', 'Mercedes-benz sls amg']"
1.1116E+18,b'https://t.co/fiozNZgqNe',http://pbs.twimg.com/media/D20wPJWX4AIDnli.jpg,WereBillionaire,52,0,9,"['Land vehicle', 'Vehicle', 'Car', 'Motor vehicle', 'Automotive design', 'Supercar', 'Automotive wheel system', 'Sport utility vehicle', 'Compact car', 'Auto show']"
1.1116E+18,b'Crazy Jacob&amp;Co twin turbo watch \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc https://t.co/tfQY4wz9ER',http://pbs.twimg.com/ext_tw_video_thumb/1111589118549602305/pu/img/Bj-l_AaV-jGRZhso.jpg,WereBillionaire,155,1,63,"['Watch', 'Fashion accessory', 'Watch accessory', 'Metal']"
1.11156E+18,b'Lego McLaren Senna \xf0\x9f\x8c\x9e https://t.co/QpCMEeCO8M',http://pbs.twimg.com/media/D20LZW-X0AATmAL.jpg,WereBillionaire,69,0,14,"['Land vehicle', 'Vehicle', 'Car', 'Sports car', 'Supercar', 'Coupé', 'Automotive design', 'Model car', 'Performance car', 'Gumpert apollo']"
1.11151E+18,b'\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/ma2lTaJyAD',http://pbs.twimg.com/ext_tw_video_thumb/1111509886821695488/pu/img/xCjDer-Uop5ztNBL.jpg,WereBillionaire,110,2,29,"['Land vehicle', 'Vehicle', 'Car', 'Off-roading', 'Range rover', 'Automotive design', 'Sport utility vehicle', 'Off-road vehicle', 'Range rover evoque', 'Mid-size car']"
1.11136E+18,b'A\xc3\xafe a\xc3\xafe a\xc3\xafe \xf0\x9f\x99\x88 https://t.co/sh4xYkoPAT',http://pbs.twimg.com/media/D2xYwMPXgAEGEd4.jpg,WereBillionaire,121,0,31,"['Land vehicle', 'Vehicle', 'Car', 'Automotive design', 'Performance car', 'Motor vehicle', 'Personal luxury car', 'Sports car', 'Luxury vehicle', 'Grille']"
1.11134E+18,b'RT @DreamHouseX: Gorgeous Mountain Home https://t.co/BaCyWEpKAv',http://pbs.twimg.com/media/BlYgWf-CIAExjlc.jpg,WereBillionaire,495,1,103,"['Natural landscape', 'Property', 'Wilderness', 'Tree', 'Hill station', 'House', 'Mountain', 'Home', 'Biome', 'Estate']"
1.11134E+18,b'Aston Martin electric blue Vanquish \xf0\x9f\x90\xac https://t.co/vYdwLNYHl0',http://pbs.twimg.com/media/D2xJZQVXcAASDpY.jpg,WereBillionaire,67,0,18,"['Land vehicle', 'Vehicle', 'Car', 'Sports car', 'Automotive design', 'Performance car', 'Coupé', 'Aston martin vantage', 'Aston martin vanquish', 'Supercar']"
1.11132E+18,b'That\xe2\x80\x99s all I need \xf0\x9f\x94\xa5 https://t.co/0RF3fD9kbZ',http://pbs.twimg.com/ext_tw_video_thumb/1111321663696789506/pu/img/ma5J5zzMhjsM43PU.jpg,WereBillionaire,201,1,65,"['Land vehicle', 'Vehicle', 'Supercar', 'Sports car', 'Automotive design', 'Car', 'Red', 'Race car', 'Hood', 'Motor vehicle']"
1.1113E+18,b'Stunning \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x92\xab https://t.co/SnplpUHLfa',http://pbs.twimg.com/media/D2whsKeX4AAKQMW.jpg,WereBillionaire,72,0,13,"['Watch', 'Analog watch', 'Cobalt blue', 'Blue', 'Watch accessory', 'Fashion accessory', 'Electric blue', 'Wrist', 'Material property', 'Strap']"
1.11123E+18,b'Mercedes squad in Dubai \xf0\x9f\x8c\x9e https://t.co/hkjGAsgY7v',http://pbs.twimg.com/ext_tw_video_thumb/1111234708271177730/pu/img/-o1DZh6xQ6Xb3_B0.jpg,WereBillionaire,222,0,84,"['Land vehicle', 'Vehicle', 'Car', 'Luxury vehicle', 'Automotive design', 'Yellow', 'Mercedes-benz', 'Personal luxury car', 'Vehicle registration plate', 'Bumper']"
1.1112E+18,b'The new F8 Tributo \xf0\x9f\x8f\x8e\xf0\x9f\x98\xb3 #ferrari https://t.co/M4VF0bTEUY',http://pbs.twimg.com/ext_tw_video_thumb/1111195629412335617/pu/img/JyVOj9x9WSGTICZ2.jpg,WereBillionaire,101,1,25,"['Land vehicle', 'Vehicle', 'Car', 'Supercar', 'Sports car', 'Automotive design', 'Performance car', 'Coupé', 'Luxury vehicle', 'Lamborghini']"
1.11116E+18,b'Black or white ? \xf0\x9f\xa4\x94 https://t.co/I5uscxDTBJ',http://pbs.twimg.com/media/D2ulUF6WoAAdnuO.jpg,WereBillionaire,279,13,91,"['Land vehicle', 'Vehicle', 'Car', 'Luxury vehicle', 'Rolls-royce phantom', 'Rolls-royce', 'Rolls-royce ghost', 'Automotive design', 'Rolls-royce wraith', 'Sedan']"
1.11387E+18,"b""A beginner's complete guide to \xf0\x9f\x92\x82  London https://t.co/LX55iNl4w5\n\n@CNTraveler #travel #London https://t.co/pqSm1ilRbq""",http://pbs.twimg.com/media/D3VD9_eWkAAQyEc.jpg,VegasBiLL,0,0,0,"['Yellow', 'Furniture', 'Room', 'Turquoise', 'Centrepiece', 'Table', 'Tableware', 'Interior design', 'Food', 'Dining room']"
1.11365E+18,"b""A \xf0\x9f\x9a\xbd 'Multicultural Toilet' and Other Innovations to Fix \xe2\x9c\x88\xef\xb8\x8f Flying https://t.co/n4xjOntzUf \n\n@WIRED #tech #airplanes https://t.co/GngpCgK6iL""",http://pbs.twimg.com/media/D3R-ku9WkAA9dCT.jpg,VegasBiLL,0,0,0,"['Transport', 'Interior design', 'Room', 'Vehicle', 'Business jet', 'Aerospace engineering', 'Airline', 'Building', 'Symmetry', 'Car']"
1.11362E+18,b'The most epic \xf0\x9f\x8d\xaa cookies of all time are here.  https://t.co/CueT85zb8T\n\n@Oreo #GameOfCookies #ForTheThrone #cookies #GoT #GameofThrones',http://pbs.twimg.com/amplify_video_thumb/1113059466155626496/img/kOjboOPl3USxDqXZ.jpg,VegasBiLL,0,0,0,"['Black', 'Photography', 'Black-and-white']"
1.11283E+18,b'Beautiful \xf0\x9f\x8d\x87 Wineries in California https://t.co/ssidivjJH6 \n\n@CNTraveler #travel #wine #winelover #winelovers https://t.co/CiuY9xhhay',http://pbs.twimg.com/media/D3GSIQuXcAQt9dU.jpg,VegasBiLL,0,0,0,"['Natural landscape', 'Building', 'Historic site', 'Estate', 'Rural area', 'Architecture', 'Villa', 'Village', 'Landscape', 'Ancient history']"
1.11207E+18,b'Check out the busiest \xe2\x9c\x88\xef\xb8\x8f air routes worldwide: https://t.co/OJP6FubB3b\n\n@Forbes #airlines #travel https://t.co/uRmGse8LWI',http://pbs.twimg.com/media/D27bP6yWsAEZSwg.jpg,VegasBiLL,0,0,0,"['Text', 'Blue', 'Font', 'Line', 'Screenshot', 'Technology', 'Number', 'Parallel', 'Icon']"
